"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8374","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","7c22fe69-72ee-407c-8f36-8072a9b05f02",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8351","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","ceb6b4ab-2d82-44b8-957b-a81b1da27634",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8324","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","0ff3b00e-c6b6-49b9-b2ba-8d54a90a8abb",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8303","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","4646c7c2-5db2-4cd5-ab9b-2804fc546f11",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8277","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","8ba2ca96-126c-4e86-897a-cedbacfae50d",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8254","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","a29d6b8f-eba3-47ea-812b-83237982701f",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8227","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","780cf7db-33d3-4c84-95f2-ff97965f88d1",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8206","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","349e674c-b18e-4b24-a211-63f9d6168b52",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8180","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","054d841e-68d0-43c4-834e-acd32be004a1",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8157","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","0c107b43-5789-4c0a-92e5-40f0e61b1032",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8130","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","d277a34f-86d6-440a-a671-3104e476dcc5",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8109","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","d9d21d71-163e-462a-8673-ba99cff72b6a",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8083","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","9ff36e24-5451-4a2c-bea4-ae1cae1d9a39",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8060","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","4bebdde3-cd55-4530-94a8-56ea14bbaa48",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8033","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","2b9fbab8-dbfb-4659-8d20-1ddd1d214e76",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","8012","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","9b324987-c130-4fa3-9f68-cd9d87e8de87",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7986","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","100ddf76-4742-4f55-ba53-4bcca1ccde33",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7963","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","2c8e1980-4b50-45d0-8cda-8b4d8e633a4a",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7936","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","56b45e0b-405b-4754-8956-97e3b36e3ecb",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7915","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","dfe4b273-c9e6-4b4b-92e8-304da93c72a1",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7889","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","edc80b0b-93c5-4d40-920e-fafcc37a4434",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7866","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","d0feb462-184f-43ee-a27b-fad061cb470d",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7839","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","e202f54b-da78-445c-af0f-30c13856edb2",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7818","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","73e4c51f-bace-4eb1-b534-1e804c67a07c",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7792","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","cc562127-5070-494a-8ba3-4545b048ad22",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7769","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","a5c738c1-b2e4-40f3-9bdd-cd9f4f9badef",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7742","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","2953c8c7-6e0c-4cff-b229-5fcb1e0c13f7",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7721","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","10fd0b24-7dc0-4216-baa7-e1e8c5218c7d",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7695","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","b9e5b6a9-3439-48b4-998d-11b11c0719b6",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7672","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","51cc9509-bc53-4a79-a3f4-8fdbb208638e",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7645","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","91c8b976-086d-45dc-831e-c84e6109a677",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x14 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7624","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","bb14be53-e236-48cd-90db-844892fba2a8",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0xD 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7598","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","3fb8670c-d912-42ba-8936-98afe12f5c2c",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x12 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7575","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","808b4aad-17b4-4cae-846a-e1361fa7270f",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{00000134-0000-0000-c000-000000000046} 	OpNum: 	0x5 	Protocol: 	LRPC 	Endpoint 	OLE1D66DF2E47C355AC517E8BD1AC9E 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7528","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"1244","6472","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","0a5b2f70-2cfe-4a60-8ace-dbaa82b367cf",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{f6beaff7-1e19-4fbb-9f8f-b89e2018337c} 	OpNum: 	0x11 	Protocol: 	LRPC 	Endpoint 	eventlog 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7506","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"264","4708","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","7947f376-73ab-4e95-9ce2-96f271db9301",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{7c857801-7381-11cf-884d-00aa004b2e24} 	OpNum: 	0x4 	Protocol: 	LRPC 	Endpoint 	OLE1D66DF2E47C355AC517E8BD1AC9E 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7495","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"1244","6472","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","0ac468cc-4710-4366-8821-89ee04b09ca8",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Server RPC call started. 	InterfaceUuid: 	{4f32adc8-6052-4a04-8701-293ccf2096f0} 	OpNum: 	0xE 	Protocol: 	LRPC 	Endpoint 	lsasspirpc 	Authentication Level 	7 	Authentication Service 	8","6","1",,"4","2","1","4611686018427387904","7471","Microsoft-Windows-RPC","6ad52b32-d609-4be9-ae07-ce8dae937e39",,"584","752","LAPTOP-JU4M3I0E",,"9/18/2020 7:02:52 AM","d6ef3138-b17b-420a-8bc7-08e236d1912f",,"System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Start",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
